Date,Humidity,Events,Weather,Rainfall,Tourism_Demand
2012-03,62.4,Ibeno Beach,Rainy,226.58,1473
2012-04,96.25,Ibaka,Sunny,40.65,1712
2012-05,87.47,Ibom Food Fest,Sunny,8.43,1746
2012-06,99.23,Ibom Food Fest,Cloudy,33.23,1546
2012-07,64.4,Ibaka,Sunny,8.63,1687
2012-08,79.66,Ekpo Display,Cloudy,291.63,1421
2012-09,81.45,Ibaka,Sunny,47.3,1666
2012-10,94.31,Ekpo Display,Cloudy,240.91,1455
2012-11,76.28,Ibom Food Fest,Cloudy,155.4,1526
2012-12,77.45,Ekpo Display,Sunny,43.09,2235
2013-01,66.93,Ibaka,Sunny,39.1,2174
2013-02,80.65,Ibaka,Sunny,9.01,2245
2013-03,67.16,Ibaka,Rainy,270.25,1413
2013-04,72.56,Ibaka,Sunny,8.74,1654
2013-05,76.04,Local Sports Event,Sunny,43.32,1702
2013-06,91.11,Ekpo Display,Stormy,76.42,1416
2013-07,94.61,Ibom Food Fest,Rainy,285,1489
2013-08,93.97,Ibeno Beach,Sunny,5.41,1664
2013-09,68.45,Local Sports Event,Rainy,138.89,1484
2013-10,72.68,Ekpo Display,Sunny,0.18,1725
2013-11,94.15,Ibeno Beach,Sunny,27.12,1658
2013-12,92.96,9999 Carol Night,Sunny,13.79,2236
2014-01,77.05,Ekpo Display,Sunny,2.26,2175
2014-02,88.89,Ibom Food Fest,Sunny,27.77,2194
2014-03,94.07,Ibom Food Fest,Sunny,43.76,1748
2014-04,64.31,Ibom Food Fest,Sunny,4.82,1695
2014-05,96.76,Ibaka,Sunny,0.13,1676
2014-06,95.38,Ekpo Display,Cloudy,284.22,1450
2014-07,73.49,Ibom Food Fest,Cloudy,241.59,1497
2014-08,83.43,Ibom Food Fest,Sunny,6.84,1730
2014-09,94.29,Ibeno Beach,Sunny,24.18,1750
2014-10,89.5,Ibaka,Rainy,296.24,1460
2014-11,63.75,Local Sports Event,Sunny,11.37,1722
2014-12,91.44,Ekpo Display,Sunny,40.85,2240
2015-01,65.19,Ibaka,Sunny,29.34,2167
2015-02,82.38,Ibeno Beach,Sunny,30.66,2198
2015-03,90.89,Ibeno Beach,Sunny,3.66,1718
2015-04,81.7,Ibaka,Sunny,20.19,1726
2015-05,70.42,Ekpo Display,Cloudy,274.94,1427
2015-06,80.73,Ibeno Beach,Sunny,41.27,1695
2015-07,71.66,Local Sports Event,Cloudy,227.04,1432
2015-08,67.58,Ekpo Display,Stormy,20.08,1384
2015-09,93.78,Ibeno Beach,Rainy,35.14,1501
2015-10,93.23,Ibom Food Fest,Sunny,4.1,1725
2015-11,63.68,Ekpo Display,Cloudy,72.89,1455
2015-12,99.55,Ibeno Beach,Sunny,37.67,2226
2016-01,70.36,Local Sports Event,Sunny,29.94,2207
2016-02,82.04,Ibeno Beach,Rainy,220.58,1919
2016-03,95.03,Ibaka,Sunny,7.66,1745
2016-04,77.06,Ibom Food Fest,Rainy,241.16,1416
2016-05,82.31,Ibeno Beach,Rainy,295.63,1496
2016-06,94.39,Ibom Food Fest,Sunny,26.13,1706
2016-07,86.26,Ibom Food Fest,Sunny,42.16,1654
2016-08,77.29,Ekpo Display,Sunny,4.37,1665
2016-09,71,Ibom Food Fest,Sunny,6.21,1686
2016-10,79.24,Ibeno Beach,Sunny,43.03,1727
2016-11,72.39,Local Sports Event,Sunny,43.19,1684
2016-12,90.04,Ibom Food Fest,Cloudy,228.54,1933
2017-01,75.18,Ibeno Beach,Stormy,98.81,1857
2017-02,76.9,Ibeno Beach,Sunny,6.39,2150
2017-03,62.96,Ekpo Display,Cloudy,17.65,1497
2017-04,79.61,Ibaka,Sunny,34.31,1724
2017-05,77.67,Ibeno Beach,Rainy,208.05,1476
2017-06,66.61,Local Sports Event,Cloudy,243.47,1425
2017-07,63.61,Local Sports Event,Sunny,48.36,1746
2017-08,78.42,Ibom Food Fest,Sunny,25.08,1662
2017-09,96,Local Sports Event,Sunny,3.54,1717
2017-10,98.44,Ibom Food Fest,Sunny,2.88,1718
2017-11,75.71,Ibom Food Fest,Rainy,13.98,1510
2017-12,92.19,Ibom Food Fest,Rainy,24.91,2004
2018-01,80.21,Ibom Food Fest,Rainy,74.61,2010
2018-02,91.78,Ibeno Beach,Cloudy,36.44,2009
2018-03,99.82,Local Sports Event,Sunny,36.41,1659
2018-04,89.65,Ibaka,Sunny,39.96,1668
2018-05,72.23,Ibaka,Sunny,31.62,1687
2018-06,69.23,Ibeno Beach,Cloudy,44.94,1462
2018-07,81.64,Ibom Food Fest,Sunny,29.99,1672
2018-08,94.29,Ibeno Beach,Sunny,5.48,1693
2018-09,87.67,Ibaka,Rainy,149.1,1529
2018-10,67.04,Ibeno Beach,Cloudy,181.75,1462
2018-11,97.08,Local Sports Event,Sunny,27.49,1747
2018-12,86.41,Ibaka,Rainy,211.47,1948
2019-01,66.74,Ekpo Display,Sunny,46.33,2240
2019-02,72.75,Ekpo Display,Cloudy,66.19,2022
2019-03,70.35,Ekpo Display,Cloudy,195.84,1465
2019-04,94.97,Ibeno Beach,Stormy,87.02,1442
2019-05,90.79,Ekpo Display,Sunny,29.52,1695
2019-06,66.46,Ibeno Beach,Rainy,136.45,1491
2019-07,84.01,Ibom Food Fest,Sunny,43.35,1709
2019-08,71.35,Ekpo Display,Rainy,116.99,1548
2019-09,89.46,Ibaka,Sunny,12.67,1663
2019-10,65.32,Ekpo Display,Cloudy,97.97,1450
2019-11,61.23,Ibeno Beach,Rainy,98.88,1489
2019-12,97.45,Ekpo Display,Sunny,25.99,2173
2020-01,97.34,Ibeno Beach,Rainy,234.77,1932
2020-02,99.78,Ekpo Display,Sunny,5.45,2203
2020-03,61.83,Ekpo Display,Sunny,6.03,1714
2020-04,62.43,Ibaka,Cloudy,109.82,1475
2020-05,76.06,Ibaka,Sunny,16.34,1724
2020-06,96.91,Ibom Food Fest,Sunny,36.74,1743
2020-07,93.77,Ekpo Display,Sunny,29.03,1652
2020-08,76.88,Ibom Food Fest,Cloudy,222.18,1441
2020-09,97.66,Ekpo Display,Sunny,22.29,1736
2020-10,95.51,Local Sports Event,Rainy,135.11,1536
2020-11,84.97,Ibom Food Fest,Rainy,136.67,1529
2020-12,88.94,9999 Carol Night,Sunny,14.34,2198
2021-01,64.71,Ibaka,Cloudy,71.42,1970
2021-02,66.99,Ibaka,Sunny,49.04,2195
2021-03,66.66,Ibaka,Rainy,127.82,1538
2021-04,61.41,Ibom Food Fest,Cloudy,41.71,1534
2021-05,84.98,Ibeno Beach,Sunny,9.25,1720
2021-06,90.85,Ibeno Beach,Cloudy,185.3,1472
2021-07,68.15,Local Sports Event,Sunny,31.41,1709
2021-08,90.9,Ibaka,Cloudy,25.49,1489
2021-09,69.84,Ibom Food Fest,Cloudy,28.82,1483
2021-10,85.15,Ibeno Beach,Sunny,20.56,1745
2021-11,74.17,Ibeno Beach,Stormy,280.87,1393
2021-12,81.19,Ekpo Display,Rainy,169.54,1992
2022-01,63.87,Ekpo Display,Rainy,293.16,1946
2022-02,94.74,Ekpo Display,Sunny,39.65,2241
2022-03,67.2,Ibom Food Fest,Cloudy,205.01,1429
2022-04,60.34,Ibaka,Cloudy,218.83,1488
2022-05,71.06,Ibaka,Sunny,6.37,1730
2022-06,86.56,Ibaka,Sunny,14.86,1693
2022-07,60.98,Local Sports Event,Sunny,47.35,1663
2022-08,71.33,Ibeno Beach,Stormy,76.89,1443
2022-09,90.14,Ekpo Display,Sunny,47.92,1692
2022-10,66.43,Ibeno Beach,Rainy,26.09,1524
2022-11,72.83,Ibeno Beach,Rainy,194.37,1517
2022-12,92.01,Ibom Food Fest,Sunny,39.06,2178
2023-01,93.66,Ibeno Beach,Sunny,49.03,2240
2023-02,78.58,Ibom Food Fest,Sunny,17.14,2219
2023-03,73.12,Ibom Food Fest,Sunny,5.15,1672
2023-04,95.57,Ibaka,Rainy,205.49,1486
2023-05,82.77,Local Sports Event,Sunny,32.04,1668
2023-06,86.43,Ibeno Beach,Sunny,6.2,1727
2023-07,73.13,Ekpo Display,Sunny,48.03,1665
2023-08,98.27,Local Sports Event,Stormy,171.33,1371
2023-09,97.56,Ibeno Beach,Cloudy,105.84,1521
2023-10,76.97,Local Sports Event,Cloudy,159.93,1515
2023-11,95.77,Ibaka,Rainy,22.74,1470
2023-12,95.06,Ibaka,Sunny,24.46,2238
2004-01,67.91,Ibeno Beach,Sunny,31.74,2171
2004-02,75.44,Ibeno Beach,Rainy,268.14,1985
2004-03,84.18,Ibaka,Sunny,19.56,1662
2004-04,87.59,Ibaka,Cloudy,76.42,1516
2004-05,85.29,Ibeno Beach,Sunny,19.26,1672
2004-06,74.65,Ekpo Display,Rainy,60.85,1507
2004-07,79.79,Ekpo Display,Sunny,0.87,1682
2004-08,79.68,Ibeno Beach,Rainy,210.64,1495
2004-09,61.04,Ibeno Beach,Rainy,219.92,1402
2004-10,67.16,Ekpo Display,Sunny,36.04,1690
2004-11,77.35,Ibeno Beach,Cloudy,120.28,1473
2004-12,75.94,Ibeno Beach,Sunny,12.27,2178
2005-01,87.67,Ibaka,Sunny,45.71,2196
2005-02,80.29,Ibaka,Sunny,42.95,2151
2005-03,86.98,Ibaka,Stormy,292.73,1391
2005-04,78.06,Ekpo Display,Rainy,131.68,1489
2005-05,95.85,Ekpo Display,Cloudy,90.71,1509
2005-06,90.45,Ibaka,Rainy,234.72,1487
2005-07,87.46,Ibaka,Rainy,103.48,1472
2005-08,96.12,Ekpo Display,Sunny,33.71,1732
2005-09,80.87,Ibeno Beach,Sunny,9.47,1680
2005-10,86,Ibeno Beach,Rainy,181.31,1533
2005-11,72.71,Ibeno Beach,Cloudy,52.75,1499
2005-12,61.47,Ibeno Beach,Sunny,43.15,2186
2006-01,91.6,Ibeno Beach,Rainy,82.53,2005
2006-02,66.77,Ekpo Display,Cloudy,111.09,2007
2006-03,84.95,Ekpo Display,Sunny,43.43,1715
2006-04,91.25,Ibeno Beach,Sunny,17.59,1701
2006-05,90.3,Ekpo Display,Cloudy,199.82,1464
2006-06,97.94,Ibeno Beach,Sunny,42.54,1720
2006-07,91.29,Ibeno Beach,Sunny,48.66,1714
2006-08,96.62,Ibeno Beach,Stormy,212.78,1337
2006-09,62.99,Ibeno Beach,Sunny,29.12,1660
2006-10,86.73,Ibeno Beach,Cloudy,116.78,1455
2006-11,95.12,Ibeno Beach,Rainy,225.25,1481
2006-12,64.91,Ekpo Display,Cloudy,279.48,1976
2007-01,91.46,Ekpo Display,Sunny,21.03,2197
2007-02,71.53,Ibaka,Rainy,205.7,1962
2007-03,95.65,Ibeno Beach,Cloudy,45.42,1513
2007-04,99.5,Ibaka,Cloudy,72.85,1456
2007-05,75.37,Ekpo Display,Sunny,41.84,1674
2007-06,79.46,Ekpo Display,Sunny,4.32,1678
2007-07,87.49,Ibaka,Sunny,39.86,1673
2007-08,84.55,Ibaka,Sunny,42.88,1663
2007-09,75.98,Ibaka,Cloudy,45.94,1524
2007-10,75.8,Ekpo Display,Rainy,39.55,1456
2007-11,78.3,Ibeno Beach,Sunny,25.43,1732
2007-12,70.6,Ibeno Beach,Cloudy,139.02,2043
2008-01,98.1,Ibaka,Stormy,253.61,1835
2008-02,89.12,Ibeno Beach,Sunny,44.95,2155
2008-03,86.8,Ibaka,Sunny,29.34,1713
2008-04,72.32,Ekpo Display,Sunny,32.02,1743
2008-05,67.2,Ibeno Beach,Sunny,3.54,1728
2008-06,97.17,Ekpo Display,Sunny,9.42,1665
2008-07,63.68,Ibaka,Sunny,27.18,1680
2008-08,89.9,Ibaka,Cloudy,131.8,1497
2008-09,65.84,Ibeno Beach,Sunny,10.31,1686
2008-10,89.47,Ibaka,Rainy,84.07,1493
2008-11,77.29,Ibeno Beach,Sunny,18.86,1679
2008-12,83.09,Ekpo Display,Cloudy,207.43,1976
2009-01,62.37,Ibeno Beach,Cloudy,66.31,2003
2009-02,97.51,Ibaka,Cloudy,238.24,1987
2009-03,76,Ekpo Display,Cloudy,134.03,1468
2009-04,98.09,Ibaka,Sunny,31.4,1747
2009-05,71.36,Ekpo Display,Cloudy,246.87,1455
2009-06,92.03,Ibeno Beach,Sunny,6.31,1733
2009-07,91.65,Ekpo Display,Sunny,35.28,1650
2009-08,98.51,Ibeno Beach,Rainy,171.96,1464
2009-09,95.57,Ekpo Display,Sunny,15.8,1687
2009-10,65.44,Ibaka,Stormy,258.04,1326
2009-11,81.42,Ibaka,Sunny,2.83,1710
2009-12,91.29,Ekpo Display,Cloudy,208.69,1987
2010-01,89.11,Ibaka,Cloudy,160.81,1993
2010-02,63.13,Ekpo Display,Sunny,4.65,2167
2010-03,67.58,Ibeno Beach,Sunny,13.75,1696
2010-04,85.97,Ibeno Beach,Rainy,90.46,1457
2010-05,73.52,Ibaka,Stormy,23.01,1350
2010-06,82.44,Ekpo Display,Sunny,20.03,1680
2010-07,63.46,Ekpo Display,Cloudy,203.32,1493
2010-08,90.42,Ibaka,Sunny,7.07,1706
2010-09,99.61,Ekpo Display,Cloudy,250.61,1468
2010-10,71.3,Ekpo Display,Sunny,27.73,1749
2010-11,67.51,Ekpo Display,Sunny,18.95,1655
2010-12,98.12,Ibeno Beach,Rainy,207.41,1955
2011-01,72.49,Ibom Food Fest,Cloudy,165.21,2045
2011-02,83.71,Local Sports Event,Rainy,223.22,1927
2011-03,68.29,Ibom Food Fest,Sunny,12.27,1734
2011-04,85.69,Ibeno Beach,Sunny,36.64,1713
2011-05,93.2,Ibaka,Sunny,44.61,1697
2011-06,93.6,Ibom Food Fest,Sunny,5.95,1740
2011-07,96.95,Ekpo Display,Sunny,42.79,1748
2011-08,94,Local Sports Event,Sunny,31.81,1652
2011-09,82.76,Ibom Food Fest,Rainy,264.4,1487
2011-10,66.05,Local Sports Event,Sunny,44.78,1678
2011-11,61.85,Ibaka,Sunny,33.07,1669
2011-12,80.73,Ibom Food Fest,Cloudy,48.45,1961
2012-01,67.7,Local Sports Event,Rainy,5.3,1976
2012-02,77.4,Ekpo Display,Sunny,19.47,2194
2012-03,72.75,Ibeno Beach,Rainy,128.15,1489
2012-04,90.71,Ibom Food Fest,Sunny,35.18,1727
2012-05,67.51,Local Sports Event,Sunny,37.3,1669
2012-06,77.92,Local Sports Event,Cloudy,114.37,1473
2012-07,90.15,Ibeno Beach,Sunny,25.95,1686
2012-08,66.22,Ibeno Beach,Cloudy,223.8,1472
2012-09,71.15,Ekpo Display,Cloudy,71.85,1507
2012-10,74.6,Ibeno Beach,Sunny,34.51,1702
2012-11,89.82,Ekpo Display,Cloudy,105.54,1550
2012-12,69.72,Ibaka,Cloudy,223.32,1923
2013-01,91.79,Ibom Food Fest,Sunny,38.74,2158
2013-02,68.12,Ibeno Beach,Sunny,24.81,2241
2013-03,80.77,Ibeno Beach,Sunny,40.12,1654
2013-04,65.12,Local Sports Event,Sunny,39.39,1664
2013-05,64.53,Ibom Food Fest,Sunny,20.33,1669
2013-06,76.2,Ibom Food Fest,Sunny,30.12,1721
2013-07,74.28,Ibom Food Fest,Sunny,28.13,1689
2013-08,83.21,Local Sports Event,Sunny,49.31,1653
2013-09,60.23,Ekpo Display,Sunny,12.23,1749
2013-10,91.32,Ibaka,Rainy,252.73,1410
2013-11,93.68,Ibeno Beach,Cloudy,280.97,1496
2013-12,83.55,Local Sports Event,Rainy,243.32,1987
2014-01,93.89,Ekpo Display,Cloudy,276.12,1935
2014-02,99.63,Ekpo Display,Sunny,6,2197
2014-03,62.49,Ibom Food Fest,Sunny,42.6,1716
2014-04,72.92,Ibom Food Fest,Sunny,23.01,1684
2014-05,69.38,Ibom Food Fest,Sunny,8.33,1677
2014-06,91.41,Ibeno Beach,Cloudy,15.32,1496
2014-07,87,Ibom Food Fest,Sunny,27.48,1655
2014-08,79.32,Ibom Food Fest,Sunny,34.13,1685
2014-09,60.91,Ibom Food Fest,Cloudy,259.52,1459
2014-10,67.4,Local Sports Event,Sunny,17.64,1722
2014-11,96.1,Ibaka,Sunny,36.07,1742
2014-12,88.21,9999 Carol Night,Sunny,29.78,2196
2015-01,86.98,Ibeno Beach,Cloudy,38.87,1983
2015-02,79.31,Ibaka,Sunny,7.56,2157
2015-03,76.41,Ibeno Beach,Cloudy,34.36,1528
2015-04,63.5,Ibaka,Cloudy,117.96,1536
2015-05,65.74,Ibaka,Sunny,42.82,1660
2015-06,81.36,Ibaka,Cloudy,176.31,1450
2015-07,65.26,Ibom Food Fest,Sunny,32.32,1667
2015-08,81.33,Ibom Food Fest,Sunny,24.81,1737
2015-09,72.87,Ekpo Display,Sunny,6.69,1692
2015-10,92.25,Ibom Food Fest,Sunny,4.03,1656
2015-11,96.08,Ibeno Beach,Rainy,199.27,1508
2015-12,99.79,9999 Carol Night,Cloudy,101.75,1976
2016-01,78.59,Ibaka,Sunny,21.58,2194
2016-02,85.22,Ibeno Beach,Cloudy,249.44,1922
2016-03,88.93,Ekpo Display,Sunny,20.05,1729
2016-04,73.23,Local Sports Event,Sunny,25.14,1661
2016-05,98.56,Ibom Food Fest,Sunny,32.76,1736
2016-06,93.58,Local Sports Event,Sunny,21.57,1686
2016-07,96.96,Ibaka,Sunny,44.76,1662
2016-08,76.9,Ibaka,Sunny,7.44,1655
2016-09,96.14,Ibom Food Fest,Sunny,16.82,1740
2016-10,75.65,Ibeno Beach,Sunny,19.59,1683
2016-11,75.61,Ibaka,Cloudy,266.75,1496
2016-12,74.39,Ibaka,Sunny,10.92,2249
2017-01,84.36,Ibom Food Fest,Sunny,46.79,2167
2017-02,79.36,Ibom Food Fest,Sunny,26.29,2193
2017-03,67.92,Ibaka,Sunny,41.2,1715
2017-04,90.86,Local Sports Event,Sunny,2.23,1725
2017-05,62.4,Local Sports Event,Cloudy,225.95,1458
2017-06,82.69,Ibeno Beach,Cloudy,296.74,1439
2017-07,61.72,Local Sports Event,Sunny,30.68,1687
2017-08,68.67,Local Sports Event,Sunny,40.45,1718
2017-09,99.84,Ibaka,Rainy,174.66,1547
2017-10,94.92,Ibeno Beach,Cloudy,34.77,1543
2017-11,91.31,Local Sports Event,Rainy,67.25,1496
2017-12,90.92,9999 Carol Night,Sunny,26.66,2198
2018-01,69.64,Ibeno Beach,Sunny,45.39,2199
2018-02,80.6,Ekpo Display,Sunny,4.97,2248
2018-03,62.04,Local Sports Event,Rainy,296.82,1491
2018-04,92.27,Ibeno Beach,Cloudy,124.31,1483
2018-05,90.73,Ibaka,Sunny,8.45,1698
2018-06,63.62,Local Sports Event,Sunny,2.14,1670
2018-07,74.01,Ekpo Display,Cloudy,4.72,1505
2018-08,88.66,Local Sports Event,Sunny,44.47,1654
2018-09,87.7,Local Sports Event,Cloudy,299.22,1460
2018-10,79.92,Ibaka,Sunny,12.14,1668
2018-11,72.46,Ibom Food Fest,Sunny,23.44,1687
2018-12,62.4,Ibeno Beach,Sunny,30.15,2156
2019-01,62.28,Ibom Food Fest,Cloudy,274.88,1923
2019-02,76.77,Ekpo Display,Rainy,25.75,1964
2019-03,85.19,Ibeno Beach,Sunny,32.55,1657
2019-04,80.27,Ekpo Display,Sunny,38.46,1719
2019-05,89.99,Ekpo Display,Rainy,90.28,1524
2019-06,74.43,Ekpo Display,Stormy,44.85,1436
2019-07,97.11,Ibeno Beach,Sunny,1.39,1720
2019-08,69.37,Local Sports Event,Cloudy,177.93,1470
2019-09,66.59,Ibom Food Fest,Sunny,44.12,1699
2019-10,65.94,Ibeno Beach,Sunny,24.27,1651
2019-11,70.1,Local Sports Event,Cloudy,135.55,1549
2019-12,64.33,Ibeno Beach,Cloudy,262.55,1934
2020-01,81.83,Ibaka,Stormy,295.91,1884
2020-02,95.31,Ibeno Beach,Cloudy,193.06,1988
2020-03,73,Ekpo Display,Cloudy,54.61,1454
2020-04,76.3,Ibaka,Sunny,0.42,1650
2020-05,88.21,Ibom Food Fest,Sunny,25.35,1733
2020-06,71.43,Local Sports Event,Cloudy,168.66,1469
2020-07,60.44,Ekpo Display,Sunny,29.46,1678
2020-08,70.94,Local Sports Event,Rainy,255.85,1439
2020-09,77.79,Ibom Food Fest,Cloudy,85.21,1451
2020-10,97.4,Ibeno Beach,Sunny,3.03,1684
2020-11,77.54,Ibom Food Fest,Rainy,30.62,1541
2020-12,90.13,Local Sports Event,Sunny,41.67,2152
2021-01,96.9,Local Sports Event,Sunny,31.75,2215
2021-02,75.41,Local Sports Event,Sunny,6.55,2214
2021-03,71.01,Ibaka,Sunny,31.89,1739
2021-04,85.81,Ibaka,Sunny,15.98,1709
2021-05,73.08,Local Sports Event,Sunny,41,1667
2021-06,95.37,Ibeno Beach,Rainy,231.14,1407
2021-07,91.18,Ibom Food Fest,Cloudy,208.04,1483
2021-08,78.23,Ibaka,Rainy,43.34,1450
2021-09,64.46,Ekpo Display,Sunny,6.04,1665
2021-10,68.56,Local Sports Event,Sunny,13.34,1706
2021-11,89.18,Ibaka,Cloudy,39.7,1527
2021-12,66.32,Ibaka,Cloudy,190.48,2042
2022-01,72.01,Ibeno Beach,Cloudy,126.49,1966
2022-02,95.28,Ibeno Beach,Sunny,6.49,2172
2022-03,62.16,Ibaka,Sunny,2.25,1732
2022-04,62.16,Ibom Food Fest,Sunny,18.44,1650
2022-05,63.45,Ibeno Beach,Rainy,57,1479
2022-06,78.21,Ibeno Beach,Sunny,48.92,1734
2022-07,80.91,Ibeno Beach,Sunny,17.35,1720
2022-08,97.21,Ekpo Display,Sunny,39,1711
2022-09,82.63,Ibom Food Fest,Cloudy,24.32,1461
2022-10,87.25,Ekpo Display,Sunny,14.59,1735
2022-11,72.22,Ibom Food Fest,Sunny,48.37,1706
2022-12,99.55,Ibaka,Sunny,2.28,2249
2023-01,86.25,Ekpo Display,Sunny,9.2,2215
2023-02,62.15,Ibaka,Cloudy,276.4,1973
2023-03,80.68,Ekpo Display,Sunny,42.5,1670
2023-04,93.47,Local Sports Event,Cloudy,180.68,1550
2023-05,99.93,Ibaka,Rainy,65.97,1498
2023-06,73.35,Local Sports Event,Cloudy,233.31,1406
2023-07,64.64,Ibeno Beach,Sunny,19.25,1724
2023-08,93.08,Ekpo Display,Rainy,30.68,1464
2023-09,99.37,Ibeno Beach,Stormy,92.12,1426
2023-10,90.32,Local Sports Event,Sunny,9.58,1680
2023-11,77.09,Local Sports Event,Sunny,5.69,1674
2023-12,63.59,Ekpo Display,Sunny,39.25,2221
2004-01,84.66,Ekpo Display,Sunny,32.51,2209
2004-02,64.56,Ibeno Beach,Sunny,34.69,2193
2004-03,69.52,Ibaka,Sunny,6.06,1715
2004-04,81.69,Ekpo Display,Rainy,265.85,1482
2004-05,97.36,Ibeno Beach,Stormy,154.13,1403
2004-06,81.9,Ibaka,Cloudy,201.88,1466
2004-07,99.07,Ibeno Beach,Sunny,35.44,1732
2004-08,96.75,Ibaka,Cloudy,243.45,1407
2004-09,79.52,Ibeno Beach,Stormy,276.62,1306
2004-10,66.44,Ibaka,Sunny,45.43,1750
2004-11,72.5,Ibaka,Cloudy,138.07,1454
2004-12,60.84,Ibeno Beach,Sunny,44.24,2240
2005-01,69.96,Ekpo Display,Sunny,36.42,2174
2005-02,67.08,Ibaka,Sunny,1.6,2245
2005-03,83.17,Ibaka,Sunny,6.86,1746
2005-04,85.85,Ibaka,Sunny,36.24,1709
2005-05,74.47,Ibeno Beach,Sunny,28.81,1664
2005-06,67.1,Ekpo Display,Sunny,36.67,1650
2005-07,73.71,Ibaka,Cloudy,62.25,1511
2005-08,80.21,Ekpo Display,Sunny,7.8,1656
2005-09,83.57,Ekpo Display,Cloudy,247.55,1403
2005-10,80.07,Ibaka,Cloudy,218.48,1480
2005-11,90.19,Ibeno Beach,Sunny,30.87,1667
2005-12,81.32,Ibaka,Sunny,32.93,2249
2006-01,61.17,Ibeno Beach,Cloudy,241.45,1963
2006-02,69.82,Ibeno Beach,Cloudy,142.69,2050
2006-03,91.17,Ekpo Display,Sunny,15.49,1652
2006-04,93.65,Ibaka,Sunny,18.31,1717
2006-05,83.51,Ibeno Beach,Rainy,218.81,1419
2006-06,78.2,Ekpo Display,Cloudy,22.94,1461
2006-07,98.48,Ibeno Beach,Sunny,15.7,1701
2006-08,61.35,Ibeno Beach,Sunny,30.48,1692
2006-09,92.61,Ibaka,Sunny,16.12,1735
2006-10,87.81,Ibeno Beach,Sunny,11.33,1720
2006-11,87.23,Ibaka,Cloudy,84.89,1534
2006-12,74.14,Ibaka,Rainy,210.58,1923
2007-01,75.56,Ibaka,Sunny,17.65,2152
2007-02,78.6,Ibeno Beach,Sunny,29.2,2229
2007-03,68.06,Ibaka,Sunny,33.67,1734
2007-04,64.42,Ibeno Beach,Cloudy,92.17,1525
2007-05,66.56,Ibaka,Sunny,6.32,1699
2007-06,80,Ibaka,Cloudy,81.97,1505
2007-07,75.8,Ibeno Beach,Cloudy,236.78,1498
2007-08,79.87,Ekpo Display,Sunny,37.23,1662
2007-09,70.93,Ibaka,Sunny,32.09,1741
2007-10,90.86,Ekpo Display,Cloudy,194.91,1541
2007-11,94.24,Ibeno Beach,Sunny,14.37,1723
2007-12,63.27,Ekpo Display,Sunny,1.1,2199
2008-01,77.47,Ibaka,Sunny,17.17,2164
2008-02,62.37,Ekpo Display,Stormy,178.03,1924
2008-03,91.65,Ibeno Beach,Rainy,140.28,1472
2008-04,76.81,Ibaka,Sunny,49.44,1670
2008-05,60.42,Ekpo Display,Sunny,40.02,1691
2008-06,87.03,Ibeno Beach,Sunny,7.88,1683
2008-07,68.11,Ibaka,Sunny,39.69,1669
2008-08,69.7,Ibaka,Rainy,206.95,1471
2008-09,76.58,Ibeno Beach,Cloudy,16.5,1451
2008-10,79.08,Ibaka,Rainy,31.72,1533
2008-11,91.76,Ibaka,Stormy,78.93,1367
2008-12,76.35,Ekpo Display,Cloudy,89.27,1977
2009-01,81.69,Ibeno Beach,Sunny,32.97,2224
2009-02,89.84,Ibaka,Sunny,0.39,2165
2009-03,94.26,Ibaka,Cloudy,33.31,1532
2009-04,73.92,Ibaka,Sunny,40.22,1737
2009-05,89.82,Ekpo Display,Sunny,4.32,1730
2009-06,80.47,Ibaka,Stormy,192.08,1390
2009-07,67.72,Ekpo Display,Sunny,18.27,1719
2009-08,91.42,Ibaka,Rainy,152.49,1534
2009-09,61.75,Ibaka,Cloudy,255.47,1442
2009-10,88.92,Ekpo Display,Cloudy,88.92,1466
2009-11,61.86,Ekpo Display,Cloudy,80.19,1514
2009-12,91.83,Ibeno Beach,Rainy,126.31,1953
2010-01,60.39,Ekpo Display,Cloudy,222.59,1963
2010-02,94.47,Ekpo Display,Cloudy,199.88,2038
2010-03,80.68,Ibaka,Sunny,17.05,1700
2010-04,73.33,Ibeno Beach,Stormy,206.41,1306
2010-05,78.44,Ibeno Beach,Cloudy,2.79,1543
2010-06,93.1,Ekpo Display,Sunny,26.93,1652
2010-07,93.01,Ibaka,Cloudy,266.38,1463
2010-08,61.99,Ekpo Display,Stormy,149.38,1414
2010-09,74.44,Ibaka,Sunny,22.47,1707
2010-10,83.2,Ekpo Display,Cloudy,9.54,1546
2010-11,98.72,Ekpo Display,Rainy,286.45,1402
2010-12,99.89,Ibaka,Cloudy,67.43,1960
2011-01,77.7,Local Sports Event,Rainy,265.71,1970
2011-02,81.1,Ekpo Display,Rainy,181.8,2048
2011-03,68.72,Ibaka,Sunny,22.04,1736
2011-04,83.8,Ibom Food Fest,Sunny,37.5,1675
2011-05,62.71,Ekpo Display,Sunny,28.17,1661
2011-06,71.73,Ibeno Beach,Sunny,33.89,1658
2011-07,94.42,Ibom Food Fest,Stormy,272.06,1334
2011-08,86.51,Local Sports Event,Rainy,274.69,1467
2011-09,66.9,Local Sports Event,Sunny,23.22,1703
2011-10,92.6,Ibeno Beach,Cloudy,239.88,1434
2011-11,89.25,Ibaka,Stormy,172.19,1391
